c2	2016-08-15 14:55:21
c2	2016-08-15 14:55:22
c2	2016-08-15 14:55:24
c2	2016-08-15 14:55:32
c2	2016-08-15 14:55:34
c2	2016-08-15 14:55:36
c2	2016-08-15 14:55:37
c2	2016-08-15 14:55:39
c2	2016-08-15 14:55:41
c2	2016-08-15 14:55:43
c2	2016-08-15 14:55:45
c2	2016-08-15 14:55:49
c2	2016-08-15 14:55:51
c2	2016-08-15 14:55:55
c2	2016-08-15 14:55:57
c2	2016-08-15 14:55:58
c2	2016-08-15 14:56:00
c2	2016-08-15 14:56:05
c2	2016-08-15 14:56:06
c2	2016-08-15 14:56:08
c2	2016-08-15 14:56:11
c2	2016-08-15 14:56:15
c2	2016-08-15 14:56:20
c2	2016-08-15 14:56:23
c2	2016-08-15 14:56:34
c2	2016-08-15 14:56:35
c2	2016-08-15 14:56:37
c2	2016-08-15 14:56:38
c2	2016-08-15 14:56:47
c2	2016-08-15 14:56:55
c2	2016-08-15 14:57:11
c2	2016-08-15 14:57:12
c2	2016-08-15 14:57:15
c2	2016-08-15 14:57:17
c2	2016-08-15 14:57:20
c2	2016-08-15 14:57:21
c2	2016-08-15 14:57:25
c2	2016-08-15 14:57:29
c2	2016-08-15 14:57:34
c2	2016-08-15 14:57:35
c2	2016-08-15 14:57:37
c2	2016-08-15 14:57:38
c2	2016-08-15 14:57:38
c2	2016-08-15 14:57:41
c2	2016-08-15 14:57:52
c2	2016-08-15 14:57:53
c2	2016-08-15 14:57:57
c2	2016-08-15 14:58:11
c2	2016-08-15 14:58:14
c2	2016-08-15 14:58:17
c2	2016-08-15 14:58:19
c2	2016-08-15 14:58:21
c2	2016-08-15 14:58:22
c2	2016-08-15 14:58:25
c2	2016-08-15 14:58:27
c2	2016-08-15 14:58:31
c2	2016-08-15 14:58:32
c2	2016-08-15 14:58:39
c2	2016-08-15 14:58:42
c2	2016-08-15 14:58:50
c2	2016-08-15 14:58:52
c2	2016-08-15 14:58:59
c2	2016-08-15 14:59:01
c2	2016-08-15 14:59:04
c2	2016-08-15 14:59:06
c2	2016-08-15 14:59:08
c2	2016-08-15 14:59:09
c2	2016-08-15 14:59:10
c2	2016-08-15 14:59:15
c2	2016-08-15 14:59:19
c2	2016-08-15 14:59:24
c2	2016-08-15 14:59:28
c2	2016-08-15 14:59:40
c2	2016-08-15 15:00:02
c2	2016-08-15 15:00:08
c2	2016-08-15 15:00:09
c2	2016-08-15 15:00:11
c2	2016-08-15 15:00:13
c2	2016-08-15 15:00:15
c2	2016-08-15 15:00:19
c2	2016-08-15 15:00:23
c2	2016-08-15 15:00:24
c2	2016-08-15 15:00:27
c2	2016-08-15 15:00:31
c2	2016-08-15 15:00:38
c2	2016-08-15 15:00:44
c2	2016-08-15 15:00:50
c2	2016-08-15 15:00:51
c2	2016-08-15 15:00:54
c2	2016-08-15 15:00:56
c2	2016-08-15 15:00:57
c2	2016-08-15 15:01:00
c2	2016-08-15 15:01:02
c2	2016-08-15 15:01:03
c2	2016-08-15 15:01:05
c2	2016-08-15 15:01:07
c2	2016-08-15 15:01:16
c2	2016-08-15 15:01:20
c2	2016-08-15 15:01:21
c2	2016-08-15 15:01:23
c2	2016-08-15 15:01:26
c2	2016-08-15 15:01:30
c2	2016-08-15 15:01:32
c2	2016-08-15 15:01:34
c2	2016-08-15 15:01:36
c2	2016-08-15 15:01:37
c2	2016-08-15 15:01:38
c2	2016-08-15 15:01:40
c2	2016-08-15 15:01:43
c2	2016-08-15 15:01:49
c2	2016-08-15 15:01:54
c2	2016-08-15 15:01:57
c2	2016-08-15 15:02:00
c2	2016-08-15 15:02:07
c2	2016-08-15 15:02:59
c2	2016-08-15 15:03:00
c2	2016-08-15 15:03:02
c2	2016-08-15 15:03:05
c2	2016-08-15 15:03:08
c2	2016-08-15 15:03:10
c2	2016-08-15 15:03:13
c2	2016-08-15 15:03:15
c2	2016-08-15 15:03:18
c2	2016-08-15 15:03:21
c2	2016-08-15 15:03:25
c2	2016-08-15 15:03:28
c2	2016-08-15 15:03:32
c2	2016-08-15 15:03:32
c2	2016-08-15 15:03:35
c2	2016-08-15 15:03:37
c2	2016-08-15 15:03:40
c2	2016-08-15 15:03:41
c2	2016-08-15 15:03:42
c2	2016-08-15 15:03:44
c2	2016-08-15 15:03:47
c2	2016-08-15 15:03:48
c2	2016-08-15 15:03:50
c2	2016-08-15 15:03:53
c2	2016-08-15 15:03:54
c2	2016-08-15 15:03:56
c2	2016-08-15 15:04:01
c2	2016-08-15 15:04:05
c2	2016-08-15 15:04:13
c2	2016-08-15 15:04:17
c2	2016-08-15 15:04:35
c2	2016-08-15 15:04:36
c2	2016-08-15 15:04:38
c2	2016-08-15 15:04:40
c2	2016-08-15 15:04:42
c2	2016-08-15 15:04:44
c2	2016-08-15 15:04:52
c2	2016-08-15 15:05:00
c2	2016-08-15 15:05:08
c2	2016-08-15 15:05:09
c2	2016-08-15 15:05:21
c2	2016-08-15 15:05:23
c2	2016-08-15 15:05:25
c2	2016-08-15 15:05:27
c2	2016-08-15 15:05:30
c2	2016-08-15 15:05:32
c2	2016-08-15 15:05:39
c2	2016-08-15 15:06:00
c2	2016-08-15 15:06:04
c2	2016-08-15 15:06:06
c2	2016-08-15 15:06:11
c2	2016-08-15 15:06:13
c2	2016-08-15 15:06:14
c2	2016-08-15 15:06:15
c2	2016-08-15 15:06:23
c2	2016-08-15 15:06:26
c2	2016-08-15 15:06:27
c2	2016-08-15 15:06:29
c2	2016-08-15 15:06:38
c2	2016-08-15 15:06:40
c2	2016-08-15 15:07:01
c2	2016-08-15 15:07:02
c2	2016-08-15 15:07:04
c2	2016-08-15 15:07:07
c2	2016-08-15 15:07:13
c2	2016-08-15 15:07:16
c2	2016-08-15 15:07:18
c2	2016-08-15 15:07:21
c2	2016-08-15 15:07:23
c2	2016-08-15 15:07:28
c2	2016-08-15 15:07:31
c2	2016-08-15 15:07:36
c2	2016-08-15 15:07:44
c2	2016-08-15 15:07:46
c2	2016-08-15 15:07:49
c2	2016-08-15 15:07:53
c2	2016-08-15 15:07:55
c2	2016-08-15 15:08:03
c2	2016-08-15 15:08:05
c2	2016-08-15 15:08:07
c2	2016-08-15 15:08:09
c2	2016-08-15 15:08:11
c2	2016-08-15 15:08:13
c2	2016-08-15 15:08:15
c2	2016-08-15 15:08:29
c2	2016-08-15 15:08:34
c2	2016-08-15 15:08:37
c2	2016-08-15 15:08:40
c2	2016-08-15 15:08:41
c2	2016-08-15 15:08:42
c2	2016-08-15 15:08:46
c2	2016-08-15 15:08:49
c2	2016-08-15 15:08:52
c2	2016-08-15 15:08:57
c2	2016-08-15 15:09:06
c2	2016-08-15 15:09:07
c2	2016-08-15 15:09:08
c2	2016-08-15 15:09:10
c2	2016-08-15 15:09:14
c2	2016-08-15 15:09:24
c2	2016-08-15 15:09:26
c2	2016-08-15 15:09:33
c2	2016-08-15 15:09:35
c2	2016-08-15 15:09:38
c2	2016-08-15 15:09:43
c2	2016-08-15 15:09:48
c2	2016-08-15 15:09:51
c2	2016-08-15 15:09:56
c2	2016-08-15 15:09:59
c2	2016-08-15 15:10:00
c2	2016-08-15 15:10:02
c2	2016-08-15 15:10:04
c2	2016-08-15 15:10:10
c2	2016-08-15 15:10:11
c2	2016-08-15 15:10:16
c2	2016-08-15 15:10:22
c2	2016-08-15 15:10:23
c2	2016-08-15 15:10:24
c2	2016-08-15 15:10:28
c2	2016-08-15 15:10:40
c2	2016-08-15 15:10:42
c2	2016-08-15 15:10:48
c2	2016-08-15 15:10:50
c2	2016-08-15 15:10:59
c2	2016-08-15 15:11:03
c2	2016-08-15 15:11:08
c2	2016-08-15 15:11:10
c2	2016-08-15 15:11:14
c2	2016-08-15 15:11:18
c2	2016-08-15 15:11:40
c2	2016-08-15 15:11:47
c2	2016-08-15 15:11:49
c2	2016-08-15 15:11:50
c2	2016-08-15 15:11:53
c2	2016-08-15 15:11:58
c2	2016-08-15 15:12:01
c2	2016-08-15 15:12:04
c2	2016-08-15 15:12:08
c2	2016-08-15 15:12:12
c2	2016-08-15 15:12:15
c2	2016-08-15 15:12:48
c2	2016-08-15 15:12:51
c2	2016-08-15 15:12:54
c2	2016-08-15 15:12:55
c2	2016-08-15 15:12:56
c2	2016-08-15 15:13:12
c2	2016-08-15 15:13:13
c2	2016-08-15 15:13:20
c2	2016-08-15 15:13:52
c2	2016-08-15 15:13:54
c2	2016-08-15 15:13:58
c2	2016-08-15 15:13:59
c2	2016-08-15 15:14:02
c2	2016-08-15 15:14:06
c2	2016-08-15 15:14:09
c2	2016-08-15 15:14:12
c2	2016-08-15 15:14:13
c2	2016-08-15 15:14:21
c2	2016-08-15 15:14:24
c2	2016-08-15 15:14:35
c2	2016-08-15 15:14:37
c2	2016-08-15 15:14:41
c2	2016-08-15 15:14:43
c2	2016-08-15 15:14:46
c2	2016-08-15 15:14:47
c2	2016-08-15 15:14:58
c2	2016-08-15 15:15:01
c2	2016-08-15 15:15:11
c2	2016-08-15 15:15:13
c2	2016-08-15 15:15:15
c2	2016-08-15 15:15:16
c2	2016-08-15 15:15:17
c2	2016-08-15 15:15:19
c2	2016-08-15 15:15:21
c2	2016-08-15 15:15:25
c2	2016-08-15 15:15:35
c2	2016-08-15 15:15:37
c2	2016-08-15 15:15:40
c2	2016-08-15 15:15:41
c2	2016-08-15 15:15:49
c2	2016-08-15 15:15:51
c2	2016-08-15 15:15:53
c2	2016-08-15 15:15:56
c2	2016-08-15 15:15:57
c2	2016-08-15 15:16:07
c2	2016-08-15 15:16:08
c2	2016-08-15 15:16:12
c2	2016-08-15 15:16:13
c2	2016-08-15 15:16:17
c2	2016-08-15 15:16:18
c2	2016-08-15 15:16:29
c2	2016-08-15 15:16:31
c2	2016-08-15 15:16:32
c2	2016-08-15 15:16:35
c2	2016-08-15 15:16:45
c2	2016-08-15 15:16:47
c2	2016-08-15 15:16:52
c2	2016-08-15 15:17:02
c2	2016-08-15 15:17:08
c2	2016-08-15 15:17:11
c2	2016-08-15 15:17:16
c2	2016-08-15 15:17:18
c2	2016-08-15 15:17:19
c2	2016-08-15 15:17:22
